"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 26 18:34:07 GMT 2023","Wed Jul 26 18:34:07 GMT 2023","245","","Validar o endpoint /book/{id}/chapter","","Validar o endpoint /book/{id}/chapter","Validar o método GET","Validar o método GET",""
"passed","Wed Jul 26 18:33:59 GMT 2023","Wed Jul 26 18:33:59 GMT 2023","269","","Validar o endpoint /movie","","Validar o endpoint /movie","Validar o método GET","Validar o método GET",""
"passed","Wed Jul 26 18:33:50 GMT 2023","Wed Jul 26 18:33:51 GMT 2023","159","","Validar o endpoint /book Com token de autorização","","Validar o endpoint /book Com token de autorização","Validar corpo da resposta","Validar corpo da resposta",""
"passed","Wed Jul 26 18:34:22 GMT 2023","Wed Jul 26 18:34:23 GMT 2023","272","","Validar o endpoint /chapter/{id}","","Validar o endpoint /chapter/{id}","Validar o método GET","Validar o método GET",""
"passed","Wed Jul 26 18:33:50 GMT 2023","Wed Jul 26 18:33:50 GMT 2023","151","","Validar o endpoint /book Sem token de autorização","","Validar o endpoint /book Sem token de autorização","Validar corpo da resposta","Validar corpo da resposta",""
"passed","Wed Jul 26 18:33:49 GMT 2023","Wed Jul 26 18:33:50 GMT 2023","565","","Validar o endpoint /book Sem token de autorização","","Validar o endpoint /book Sem token de autorização","Validar header","Validar header",""
"passed","Wed Jul 26 18:33:50 GMT 2023","Wed Jul 26 18:33:50 GMT 2023","129","","Validar o endpoint /book Com token de autorização","","Validar o endpoint /book Com token de autorização","Validar status code","Validar status code",""
"passed","Wed Jul 26 18:34:04 GMT 2023","Wed Jul 26 18:34:04 GMT 2023","214","","Validar o endpoint /book/{id}","","Validar o endpoint /book/{id}","Validar o método GET","Validar o método GET",""
"passed","Wed Jul 26 18:33:53 GMT 2023","Wed Jul 26 18:33:53 GMT 2023","265","","Validar o endpoint /chapter","","Validar o endpoint /chapter","Validar o método GET","Validar o método GET",""
"passed","Wed Jul 26 18:34:20 GMT 2023","Wed Jul 26 18:34:20 GMT 2023","253","","Validar o endpoint /quote/{id}","","Validar o endpoint /quote/{id}","Validar o método GET","Validar o método GET",""
"passed","Wed Jul 26 18:33:50 GMT 2023","Wed Jul 26 18:33:50 GMT 2023","142","","Validar o endpoint /book Sem token de autorização","","Validar o endpoint /book Sem token de autorização","Validar status code","Validar status code",""
"passed","Wed Jul 26 18:34:14 GMT 2023","Wed Jul 26 18:34:14 GMT 2023","850","","Validar o endpoint /movie/{id}/quote","","Validar o endpoint /movie/{id}/quote","Validar o método GET","Validar o método GET",""
"passed","Wed Jul 26 18:33:55 GMT 2023","Wed Jul 26 18:33:56 GMT 2023","932","","Validar o endpoint /character","","Validar o endpoint /character","Validar o método GET","Validar o método GET",""
"passed","Wed Jul 26 18:33:50 GMT 2023","Wed Jul 26 18:33:50 GMT 2023","134","","Validar o endpoint /book Com token de autorização","","Validar o endpoint /book Com token de autorização","Validar header","Validar header",""
"passed","Wed Jul 26 18:34:01 GMT 2023","Wed Jul 26 18:34:02 GMT 2023","828","","Validar o endpoint /quote","","Validar o endpoint /quote","Validar o método GET","Validar o método GET",""
"passed","Wed Jul 26 18:34:17 GMT 2023","Wed Jul 26 18:34:17 GMT 2023","296","","Validar o endpoint /character/{id}","","Validar o endpoint /character/{id}","Validar o método GET","Validar o método GET",""
"passed","Wed Jul 26 18:34:10 GMT 2023","Wed Jul 26 18:34:10 GMT 2023","566","","Validar o endpoint /movie/{id}","","Validar o endpoint /movie/{id}","Validar o método GET","Validar o método GET",""
